,Prediction,Gold,ASR_BLEU
288,for me i like many fishes,i dont like dogs so much,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
289,the villa sicca is the celebration of lenos,villaseca fair is a festivity held in linares city,BLEU = 4.87 12.5/7.1/4.2/2.5 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
290,they are herbaceous herbaceous plants or strawberries,they are epiphyte creeping herbaceous plants,BLEU = 18.58 57.1/33.3/10.0/6.2 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
291,it was built entirely of duration and with tolerable completion,along with a cloth covering it is purely built on duralumin,BLEU = 5.00 30.0/5.6/3.1/1.8 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
292,however since zeppas tenaciously confiscated of his power did not leave the house,however singh thapa too confident of his power he didnt payed attention to him,BLEU = 11.44 30.8/16.7/9.1/5.0 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
293,the other uses divisions bruises and mollia part of the centre,in other common administrative divisions abruzzi and molise form part of the center,BLEU = 13.83 54.5/20.0/11.1/6.2 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
294,his death was attributed to natural causes,his her death was due to natural causes,BLEU = 27.89 85.7/50.0/20.0/12.5 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
295,painting is also celebrating the theme of the cast,painting also praises chastity,BLEU = 5.67 22.2/6.2/3.6/2.1 (BP = 1.000 ratio = 2.250 hyp_len = 9 ref_len = 4)
296,is located in the accidental part of the city of puerto cabello,its found in the western part of the city of hair port,BLEU = 36.46 58.3/45.5/30.0/22.2 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
297,in the same university he started teaching about the novel of byzantine history,they gave p h d training courses on the byzantine cavalry novel at the same university,BLEU = 10.86 46.2/16.7/9.1/5.0 (BP = 0.794 ratio = 0.812 hyp_len = 13 ref_len = 16)
298,ay to cut the ides,i need to cut the noodles,BLEU = 32.56 60.0/50.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
299,from this mobility the animal sexual compartment can have receptive its sexual relations,thanks to its mobility animal sexual behavior may imply coercive sexual relations,BLEU = 9.67 46.2/16.7/4.5/2.5 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
